Country,Date,COCL,COEM,COLS,COPD,COSC,LWI,TO3,Var_COCL,Var_COEM,Var_COLS,Var_COPD,Var_COSC,Var_LWI,Var_TO3
Denmark,202002,0.0006282205,1.0513288e-10,2.7454166e-11,7.68577e-12,97.4721,0.999988,367.20108,8.8867363e-10,1.0853826e-27,5.329831e-23,3.6142735e-24,338.37674,-1.4423995e-10,1828.3018
Finland,202002,0.00062539475,4.26948e-11,1.3148389e-11,3.2315203e-12,98.75297,0.999988,359.39053,6.2428357e-10,1.7006023e-25,1.3470332e-23,6.557815e-25,115.534454,-1.4423995e-10,2865.9834
Belgium,202002,0.00062146276,7.180069e-10,4.4970107e-11,1.3848466e-11,118.51047,0.999988,342.24164,1.1973607e-09,3.8887815e-25,6.937795e-23,6.987994e-24,822.0768,-1.4423995e-10,1122.2325
Croatia,202002,0.00059183035,7.496915e-11,5.01538e-11,1.6006519e-11,100.98191,0.9944145,328.05988,7.163756e-10,1.6113231e-20,8.969179e-23,1.0188841e-23,62.700043,1.2126867e-08,1162.3555
Austria,202003,0.0005344829,5.4617356e-11,7.5286576e-11,2.1495137e-11,103.49644,1.0000052,368.80643,1.0625254e-09,3.1009834e-24,3.361721e-22,1.763671e-23,309.11826,-2.7424951e-11,1000.26074
Bulgaria,202003,0.0006196222,1.0721414e-10,1.01270894e-10,3.1910814e-11,114.440384,1.0000052,357.67056,2.1725213e-09,2.1896065e-21,6.0142957e-22,2.2053992e-23,264.8557,-2.7424951e-11,678.9216
Cyprus,202003,0.0005901816,1.5226702e-10,9.373295e-11,3.5142275e-11,99.361465,0.91663647,333.0212,8.425473e-10,5.6414086e-25,1.5079341e-22,1.2398577e-23,89.80399,-1.1927725e-09,627.65186
Czech Republic,202003,0.00063208304,1.7636542e-10,8.345405e-11,2.4025587e-11,123.69528,1.0000052,377.7488,8.6980073e-10,3.3862978e-23,3.9156458e-22,2.5326965e-23,790.50775,-2.7424951e-11,1008.17773
Estonia,202003,0.00064950815,1.7629941e-11,4.579821e-11,1.2757386e-11,99.62175,1.0000052,400.71527,7.69333e-10,2.4806834e-24,1.5734127e-22,1.2054174e-23,119.429016,-2.7424951e-11,1085.4487
France,202003,0.0005849393,4.402496e-11,9.162027e-11,2.9567484e-11,96.99297,1.0000052,355.32196,1.1086252e-09,2.17117e-22,3.1170563e-22,2.2329416e-23,161.3972,-2.7424951e-11,764.9711
Germany,202003,0.0006234188,1.08148275e-10,8.2775065e-11,2.444304e-11,114.72941,1.0000052,374.72095,7.759945e-10,3.9075464e-23,2.8623468e-22,2.4575849e-23,476.68552,-2.7424951e-11,1159.9879
Greece,202003,0.00055689324,5.825016e-11,9.4220166e-11,3.171644e-11,99.121376,1.0000052,342.58182,9.555761e-10,1.522642e-22,2.5842278e-22,1.22901594e-23,135.46536,-2.7424951e-11,589.81525
Hungary,202003,0.0006597979,2.4171495e-10,9.198492e-11,2.7672448e-11,125.49293,1.0000052,372.8745,1.1250294e-09,4.5842277e-21,5.488693e-22,3.2707678e-23,601.7064,-2.7424951e-11,912.7516
Latvia,202003,0.00065203174,1.2116083e-10,5.0555227e-11,1.4227594e-11,104.1596,0.72889,396.22647,9.181951e-10,1.7359717e-23,2.118618e-22,1.532082e-23,157.40306,3.3437408e-10,1143.3752
Lithuania,202003,0.0006552273,1.2587334e-10,6.059127e-11,1.7073447e-11,109.54144,1.0000052,390.8885,1.4610437e-09,2.764836e-22,3.1097952e-22,2.121897e-23,325.62173,-2.7424951e-11,1095.2524
Luxembourg,202003,0.00061441556,2.3767624e-10,8.3865075e-11,2.5529835e-11,125.19392,1.0000052,368.5545,9.389209e-10,7.7537564e-24,2.7854593e-22,2.3710893e-23,1160.7385,-2.7424951e-11,1047.9547
Malta,202003,0.00062272977,1.7665468e-11,1.0202708e-10,3.750693e-11,96.013535,0.0,339.42172,1.3816572e-09,7.8804005e-30,2.3847937e-22,1.398303e-23,104.767815,0.0,566.5366
Netherlands,202003,0.00065937574,6.3346306e-10,8.205054e-11,2.5177133e-11,145.98163,1.0000052,372.82745,1.2002576e-09,2.0320158e-21,3.0872525e-22,2.8710987e-23,3217.6096,-2.7424951e-11,1410.1274
Poland,202003,0.00065873016,1.8734857e-10,7.274581e-11,2.0490384e-11,126.30967,1.0000052,383.44977,1.9461448e-09,2.9057168e-23,4.5462935e-22,2.4721831e-23,1154.1914,-2.7424951e-11,1132.9135
Portugal,202003,0.0005973568,6.5903887e-11,1.1329308e-10,4.3267945e-11,95.519646,1.0000052,331.66086,1.4359887e-09,1.2436926e-22,2.976464e-22,1.4916424e-23,148.83794,-2.7424951e-11,964.31024
Romania,202003,0.00061329716,1.9616511e-10,8.524179e-11,2.5128724e-11,114.99646,1.0000052,361.17307,1.6412616e-09,1.2098315e-19,5.524353e-22,2.4387916e-23,433.18478,-2.7424951e-11,650.27313
Slovakia,202003,0.00062192976,5.9148346e-11,7.982887e-11,2.3369357e-11,111.86549,1.0000052,378.10815,8.1182094e-10,1.2411893e-21,4.504557e-22,2.6403037e-23,332.81018,-2.7424951e-11,1080.5493
Slovenia,202003,0.0006145928,1.6839917e-10,1.03128006e-10,3.082165e-11,116.54565,1.0000052,367.77014,1.3286946e-09,6.9881066e-25,5.195954e-22,2.953254e-23,257.79636,-2.7424951e-11,1167.6663
Spain,202003,0.0005611335,1.2753841e-09,1.0659385e-10,3.717138e-11,144.84467,1.0000052,332.26334,1.2420501e-09,1.6398762e-22,3.333651e-22,1.5534276e-23,1866.0557,-2.7424951e-11,725.4726
Sweden,202003,0.0006560432,2.0774894e-11,4.455829e-11,1.235041e-11,112.07341,0.7735182,402.5915,8.2645285e-10,2.1069144e-26,1.3653276e-22,1.2067488e-23,479.65222,5.657283e-09,1315.7181
Ireland,202003,0.00063422165,2.0004987e-11,6.95179e-11,2.1619e-11,90.34649,1.0000052,374.3776,1.1035106e-09,5.5777115e-25,1.5619358e-22,1.7942371e-23,72.26943,-2.7424951e-11,1381.809
Italy,202003,0.000637842,5.956848e-10,1.2193489e-10,3.9691927e-11,133.98419,1.0000052,355.60574,2.0025688e-09,8.6865576e-23,5.794232e-22,2.842509e-23,1024.3219,-2.7424951e-11,934.4797
Denmark,202003,0.00064649584,1.0544913e-10,6.6831936e-11,1.9803846e-11,100.65015,1.0000052,389.87808,9.805764e-10,6.8328747e-26,2.6328267e-22,2.5308763e-23,182.44485,-2.7424951e-11,1654.911
Finland,202003,0.0006450219,4.3503093e-11,3.483758e-11,9.221446e-12,103.45924,1.0000052,408.52353,8.3913165e-10,1.7777708e-24,1.1285284e-22,8.594371e-24,239.37318,-2.7424951e-11,1166.2125
Belgium,202003,0.00064851856,7.244712e-10,9.034275e-11,2.7711163e-11,147.02972,1.0000052,369.8009,1.6461017e-09,4.1068742e-23,3.613069e-22,2.7757693e-23,4001.9814,-2.7424951e-11,1151.8047
Croatia,202003,0.0006067695,4.0140613e-11,1.0122849e-10,3.1100404e-11,108.398926,0.99443,365.489,1.07603e-09,1.3964934e-21,4.05854e-22,2.53259e-23,182.02867,5.540997e-09,1164.7827
Austria,202004,0.0005619976,6.4478436e-11,1.2943299e-10,4.1271323e-11,105.31211,1.0000144,328.71255,7.3581014e-10,1.5858575e-23,3.45673e-22,4.6788574e-23,185.3824,-2.0951307e-10,500.38773
Bulgaria,202004,0.0006485659,1.5337215e-10,1.725211e-10,5.6246976e-11,109.518234,1.0000144,343.3135,9.415725e-10,2.359578e-20,5.6437053e-22,1.0803974e-22,193.72847,-2.0951307e-10,712.239
Cyprus,202004,0.00061033416,1.5675307e-10,1.3895778e-10,5.3633067e-11,95.54319,0.91663367,346.92993,4.4471976e-10,1.3053475e-22,2.4214392e-22,5.784679e-23,84.4167,4.8323723e-10,247.44774
Czech Republic,202004,0.0006446446,2.2269514e-10,1.4684685e-10,4.854357e-11,121.84662,1.0000144,332.79678,8.0101864e-10,7.1731245e-21,5.4146913e-22,8.074268e-23,714.40857,-2.0951307e-10,555.46643
Estonia,202004,0.0006509135,3.0443204e-11,9.580731e-11,2.7447683e-11,93.0339,1.0000144,343.68628,1.1135728e-09,6.771589e-23,3.6871828e-22,3.573995e-23,75.21181,-2.0951307e-10,1153.6853
France,202004,0.000609653,6.560536e-11,1.351195e-10,4.664766e-11,100.54879,1.0000144,336.8963,5.8023586e-10,1.1624914e-22,3.1414393e-22,3.7984776e-23,122.19516,-2.0951307e-10,426.00092
Germany,202004,0.0006449913,1.3661558e-10,1.412824e-10,4.6784895e-11,115.56606,1.0000144,331.53427,9.617385e-10,1.8964914e-22,4.6502166e-22,6.94035e-23,592.16187,-2.0951307e-10,537.0692
Greece,202004,0.00058656116,9.0724386e-11,1.412702e-10,4.8153995e-11,102.873985,1.0000144,341.7145,7.9479134e-10,9.471318e-22,2.0837093e-22,5.557944e-23,142.70279,-2.0951307e-10,726.1274
Hungary,202004,0.00067603803,2.461189e-10,1.6882895e-10,5.6419206e-11,119.57969,1.0000144,338.3005,8.078185e-10,1.0969493e-22,6.4118645e-22,1.080521e-22,474.3056,-2.0951307e-10,528.68933
Latvia,202004,0.00065170444,1.4559305e-10,1.0551916e-10,3.1240305e-11,95.74735,0.7288868,343.70032,8.724972e-10,1.0600412e-21,3.6454593e-22,4.2742854e-23,65.299736,-7.408717e-10,972.51196
Lithuania,202004,0.0006547055,1.4052262e-10,1.2348733e-10,3.7710526e-11,97.741325,1.0000144,340.72037,9.210915e-10,1.0831766e-22,4.3431294e-22,5.6961784e-23,169.1458,-2.0951307e-10,649.87115
Luxembourg,202004,0.0006460862,2.61352e-10,1.3963733e-10,4.6601733e-11,139.01411,1.0000144,332.8323,1.4294305e-09,4.31216e-22,3.9915976e-22,6.422558e-23,2461.2942,-2.0951307e-10,510.0238
Malta,202004,0.0006496762,1.7672619e-11,1.4625699e-10,5.6552214e-11,94.438736,0.0,333.8557,6.5202116e-10,8.0779355e-30,1.8857446e-22,6.032434e-23,87.968475,0.0,610.97626
Netherlands,202004,0.0006928891,6.518652e-10,1.4289284e-10,4.7898158e-11,160.2757,1.0000144,335.70078,1.8828994e-09,4.8787525e-21,5.854772e-22,7.2477877e-23,4835.863,-2.0951307e-10,581.78204
Poland,202004,0.00066286774,2.1499129e-10,1.4240988e-10,4.573412e-11,112.391846,1.0000144,331.88693,9.098661e-10,1.7821866e-22,7.1388236e-22,9.493819e-23,491.84015,-2.0951307e-10,477.6215
Portugal,202004,0.0006160196,1.07352904e-10,1.5226896e-10,5.621072e-11,95.56422,1.0000144,348.36932,4.5594228e-10,2.7673933e-21,1.6460473e-22,2.7216244e-23,165.83138,-2.0951307e-10,610.9275
Romania,202004,0.00062734034,1.2655449e-10,1.6033837e-10,5.031967e-11,109.6581,1.0000144,341.83923,8.29932e-10,7.5845515e-21,4.635642e-22,7.778922e-23,341.30206,-2.0951307e-10,494.90433
Slovakia,202004,0.0006360393,8.380781e-11,1.5211767e-10,4.97824e-11,105.024895,1.0000144,335.6629,8.473785e-10,1.5042641e-21,6.1971444e-22,8.849726e-23,250.10577,-2.0951307e-10,494.54666
Slovenia,202004,0.0006406029,1.6908162e-10,1.6350525e-10,5.369753e-11,118.30551,1.0000144,333.15814,9.705158e-10,1.1754219e-25,3.7765084e-22,6.281042e-23,355.48083,-2.0951307e-10,531.0593
Spain,202004,0.0005927104,1.3033129e-09,1.552549e-10,5.3194466e-11,153.70204,1.0000144,341.4453,6.314971e-10,1.697742e-21,2.8425799e-22,3.4492978e-23,2483.1497,-2.0951307e-10,457.28577
Sweden,202004,0.0006503865,2.1809636e-11,8.9627104e-11,2.6658151e-11,93.324936,0.7735157,332.82388,1.0235467e-09,3.6250303e-25,2.4197136e-22,3.2016838e-23,188.54568,5.8300618e-09,1314.1282
Ireland,202004,0.00065617595,2.4917549e-11,1.0408047e-10,3.4768702e-11,99.81415,1.0000144,339.0047,1.0605403e-09,4.1307953e-23,2.4735926e-22,2.8492088e-23,328.8519,-2.0951307e-10,795.07806
Italy,202004,0.0006580679,6.1426103e-10,1.7732144e-10,6.199134e-11,139.25534,1.0000144,338.36008,1.0724434e-09,1.05566363e-22,2.647077e-22,6.3367183e-23,1233.3251,-2.0951307e-10,653.6595
Denmark,202004,0.0006586149,1.0797976e-10,1.2062945e-10,3.972297e-11,94.18659,1.0000144,332.0222,1.076572e-09,4.258763e-24,3.057136e-22,5.263926e-23,189.94774,-2.0951307e-10,835.6405
Finland,202004,0.00063963665,5.7049e-11,8.1398666e-11,2.2261136e-11,92.177414,1.0000144,335.8902,1.1376444e-09,1.0586253e-22,2.929662e-22,2.7346523e-23,35.53486,-2.0951307e-10,1865.1051
Belgium,202004,0.0006803319,7.419279e-10,1.4827774e-10,4.9796986e-11,165.96056,1.0000144,334.301,1.474019e-09,1.2507574e-21,4.841833e-22,7.092406e-23,4234.0654,-2.0951307e-10,537.74243
Croatia,202004,0.0006312597,6.1584196e-11,1.5465283e-10,5.1647773e-11,109.2211,0.9944304,334.2974,6.915001e-10,7.161654e-21,2.8211875e-22,5.2737403e-23,295.14835,4.775975e-09,601.1451
