station_european_code	component_code	component_name	component_caption	measurement_unit	measurement_european_group_code	statistics_period	statistics_year	statistics_average_group	statistic_shortname	statistic_name	statistic_value	statistics_percentage_valid	statistics_number_valid	statistics_calculated
RO0006A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2005	day	P98	98 percentile	30.000	68.493	250	Y
RO0006A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2005	day	Max	maximum	41.000	68.493	250	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2002	day	P50	50 percentile	10.000	68.219	249	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2002	day	Mean	annual mean	11.831	68.219	249	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2002	day	P95	95 percentile	28.000	68.219	249	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2002	day	P98	98 percentile	32.000	68.219	249	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2002	day	Max	maximum	55.000	68.219	249	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2003	day	P50	50 percentile	3.000	67.945	248	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2003	day	Mean	annual mean	3.649	67.945	248	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2003	day	P95	95 percentile	10.000	67.945	248	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2003	day	P98	98 percentile	12.000	67.945	248	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2003	day	Max	maximum	21.000	67.945	248	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2004	day	P50	50 percentile	1.000	69.672	255	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2004	day	Mean	annual mean	2.918	69.672	255	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2004	day	P95	95 percentile	9.000	69.672	255	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2004	day	P98	98 percentile	13.000	69.672	255	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2004	day	Max	maximum	89.350	69.672	255	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2005	day	P50	50 percentile	4.000	68.493	250	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2005	day	Mean	annual mean	6.380	68.493	250	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2005	day	P95	95 percentile	20.000	68.493	250	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2005	day	P98	98 percentile	26.000	68.493	250	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2005	day	Max	maximum	37.000	68.493	250	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2006	day	P50	50 percentile	9.000	66.027	241	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2006	day	Mean	annual mean	10.535	66.027	241	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2006	day	P95	95 percentile	26.000	66.027	241	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2006	day	P98	98 percentile	39.000	66.027	241	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2006	day	Max	maximum	77.000	66.027	241	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2007	day	P50	50 percentile	5.000	66.027	241	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2007	day	Mean	annual mean	5.639	66.027	241	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2007	day	P95	95 percentile	13.000	66.027	241	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2007	day	P98	98 percentile	17.000	66.027	241	Y
RO0006A	35	Ammonia (air)	NH3	µg/m3	100	Calendar year	2007	day	Max	maximum	25.000	66.027	241	Y
RO0007A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	P50	50 percentile	5.000	100.000	365	Y
RO0007A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	Mean	annual mean	8.518	100.000	365	Y
RO0007A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	P95	95 percentile	27.000	100.000	365	Y
RO0007A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	P98	98 percentile	37.000	100.000	365	Y
RO0007A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	Max	maximum	53.000	100.000	365	Y
RO0007A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	Max4	4th highest value	45.000	100.000	365	Y
RO0007A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	Days(c > 125)	days with c > 125 ug/m3	0.000	100.000	365	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	1999	day	P50	50 percentile	99.500	76.980	281	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	1999	day	Mean	annual mean	122.570	76.980	281	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	1999	day	P95	95 percentile	288.200	76.980	281	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	1999	day	P98	98 percentile	327.940	76.980	281	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	1999	day	Max	maximum	430.000	76.980	281	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2000	day	P50	50 percentile	62.000	100.000	366	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2000	day	Mean	annual mean	66.700	100.000	366	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2000	day	P95	95 percentile	132.000	100.000	366	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2000	day	P98	98 percentile	148.100	100.000	366	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2000	day	Max	maximum	217.000	100.000	366	N
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2001	day	P50	50 percentile	56.000	98.904	361	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2001	day	Mean	annual mean	60.526	98.904	361	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2001	day	P95	95 percentile	108.000	98.904	361	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2001	day	P98	98 percentile	130.000	98.904	361	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2001	day	Max	maximum	159.000	98.904	361	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2002	day	P50	50 percentile	54.000	100.000	365	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2002	day	Mean	annual mean	56.299	100.000	365	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2002	day	P95	95 percentile	86.000	100.000	365	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2002	day	P98	98 percentile	103.000	100.000	365	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2002	day	Max	maximum	245.000	100.000	365	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2006	day	P50	50 percentile	35.000	97.534	356	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2006	day	Mean	annual mean	37.022	97.534	356	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2006	day	P95	95 percentile	58.000	97.534	356	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2006	day	P98	98 percentile	67.000	97.534	356	Y
RO0007A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2006	day	Max	maximum	75.000	97.534	356	Y
RO0007A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2002	day	P50	50 percentile	18.000	100.000	365	Y
RO0007A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2002	day	Mean	annual mean	25.605	100.000	365	Y
RO0007A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2002	day	P95	95 percentile	72.000	100.000	365	Y
RO0007A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2002	day	P98	98 percentile	83.000	100.000	365	Y
RO0007A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2002	day	Max	maximum	98.000	100.000	365	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	1999	day	P50	50 percentile	0.360	76.430	279	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	1999	day	Mean	annual mean	0.450	76.430	279	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	1999	day	P95	95 percentile	1.180	76.430	279	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	1999	day	P98	98 percentile	1.720	76.430	279	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	1999	day	Max	maximum	2.690	76.430	279	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2000	day	P50	50 percentile	0.340	100.000	366	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2000	day	Mean	annual mean	0.450	100.000	366	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2000	day	P95	95 percentile	1.200	100.000	366	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2000	day	P98	98 percentile	1.570	100.000	366	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2000	day	Max	maximum	3.680	100.000	366	N
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2001	day	P50	50 percentile	0.250	98.630	360	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2001	day	Mean	annual mean	0.386	98.630	360	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2001	day	P95	95 percentile	1.170	98.630	360	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2001	day	P98	98 percentile	1.570	98.630	360	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2001	day	Max	maximum	3.870	98.630	360	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2002	day	P50	50 percentile	0.349	100.000	365	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2002	day	Mean	annual mean	0.569	100.000	365	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2002	day	P95	95 percentile	1.807	100.000	365	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2002	day	P98	98 percentile	2.369	100.000	365	Y
RO0007A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2002	day	Max	maximum	5.945	100.000	365	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	1999	day	P50	50 percentile	8.000	75.616	276	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	1999	day	Mean	annual mean	9.775	75.616	276	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	1999	day	P95	95 percentile	21.000	75.616	276	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	1999	day	P98	98 percentile	28.000	75.616	276	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	1999	day	Max	maximum	49.000	75.616	276	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2000	day	P50	50 percentile	5.000	100.000	366	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2000	day	Mean	annual mean	6.601	100.000	366	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2000	day	P95	95 percentile	18.000	100.000	366	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2000	day	P98	98 percentile	22.000	100.000	366	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2000	day	Max	maximum	43.000	100.000	366	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2001	day	P50	50 percentile	0.000	98.630	360	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2001	day	Mean	annual mean	0.004	98.630	360	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2001	day	P95	95 percentile	0.010	98.630	360	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2001	day	P98	98 percentile	0.020	98.630	360	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2001	day	Max	maximum	0.030	98.630	360	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2002	day	P50	50 percentile	0.004	100.000	365	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2002	day	Mean	annual mean	0.006	100.000	365	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2002	day	P95	95 percentile	0.017	100.000	365	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2002	day	P98	98 percentile	0.021	100.000	365	Y
RO0007A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2002	day	Max	maximum	0.044	100.000	365	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2002	day	P50	50 percentile	7.000	100.000	365	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2002	day	Mean	annual mean	8.759	100.000	365	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2002	day	P95	95 percentile	23.000	100.000	365	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2002	day	P98	98 percentile	32.000	100.000	365	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2002	day	Max	maximum	57.000	100.000	365	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2006	day	P50	50 percentile	20.000	97.260	355	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2006	day	Mean	annual mean	23.448	97.260	355	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2006	day	P95	95 percentile	55.000	97.260	355	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2006	day	P98	98 percentile	65.000	97.260	355	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2006	day	Max	maximum	90.000	97.260	355	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2007	day	P50	50 percentile	16.000	97.260	355	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2007	day	Mean	annual mean	18.155	97.260	355	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2007	day	P95	95 percentile	43.000	97.260	355	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2007	day	P98	98 percentile	56.000	97.260	355	Y
RO0007A	35	Ammonia (air)	NH3	µg/m3	10	Calendar year	2007	day	Max	maximum	91.000	97.260	355	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	1999	day	P50	50 percentile	4.000	98.360	359	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	1999	day	Mean	annual mean	24.110	98.360	359	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	1999	day	P95	95 percentile	113.000	98.360	359	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	1999	day	P98	98 percentile	125.840	98.360	359	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	1999	day	Max	maximum	275.000	98.360	359	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2000	day	P50	50 percentile	44.000	99.450	364	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2000	day	Mean	annual mean	55.590	99.450	364	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2000	day	P95	95 percentile	157.250	99.450	364	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2000	day	P98	98 percentile	191.740	99.450	364	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2000	day	Max	maximum	274.000	99.450	364	N
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2001	day	P50	50 percentile	23.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2001	day	Mean	annual mean	38.527	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2001	day	P95	95 percentile	126.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2001	day	P98	98 percentile	190.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2001	day	Max	maximum	339.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2001	day	Max4	4th highest value	242.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2001	day	Days(c > 125)	days with c > 125 ug/m3	19.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	P50	50 percentile	24.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	Mean	annual mean	30.398	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	P95	95 percentile	79.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	P98	98 percentile	108.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	Max	maximum	146.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	Max4	4th highest value	115.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2002	day	Days(c > 125)	days with c > 125 ug/m3	1.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2003	day	P50	50 percentile	19.000	100.000	365	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2003	day	Mean	annual mean	26.438	100.000	365	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2003	day	P95	95 percentile	75.000	100.000	365	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2003	day	P98	98 percentile	94.000	100.000	365	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2003	day	Max	maximum	180.000	100.000	365	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2003	day	Max4	4th highest value	117.000	100.000	365	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2003	day	Days(c > 125)	days with c > 125 ug/m3	2.000	100.000	365	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2004	day	P50	50 percentile	17.000	99.180	363	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2004	day	Mean	annual mean	26.127	99.180	363	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2004	day	P95	95 percentile	74.000	99.180	363	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2004	day	P98	98 percentile	91.000	99.180	363	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2004	day	Max	maximum	113.000	99.180	363	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2004	day	Max4	4th highest value	107.000	99.180	363	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2004	day	Days(c > 125)	days with c > 125 ug/m3	0.000	99.180	363	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	P50	50 percentile	15.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	Mean	annual mean	23.201	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	P95	95 percentile	74.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	P98	98 percentile	93.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	Max	maximum	120.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	Max4	4th highest value	113.000	99.726	364	Y
RO0054A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2005	day	Days(c > 125)	days with c > 125 ug/m3	0.000	99.726	364	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2003	day	P50	50 percentile	42.000	86.849	317	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2003	day	Mean	annual mean	44.849	86.849	317	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2003	day	P95	95 percentile	73.000	86.849	317	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2003	day	P98	98 percentile	85.000	86.849	317	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2003	day	Max	maximum	120.000	86.849	317	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2004	day	P50	50 percentile	38.000	98.907	362	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2004	day	Mean	annual mean	40.544	98.907	362	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2004	day	P95	95 percentile	66.000	98.907	362	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2004	day	P98	98 percentile	72.000	98.907	362	Y
RO0054A	4	Total suspended particulates (aerosol)	SPM	µg/m3	100	Calendar year	2004	day	Max	maximum	87.000	98.907	362	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2003	day	P50	50 percentile	0.881	86.849	317	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2003	day	Mean	annual mean	1.139	86.849	317	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2003	day	P95	95 percentile	2.974	86.849	317	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2003	day	P98	98 percentile	4.071	86.849	317	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2003	day	Max	maximum	5.220	86.849	317	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2004	day	P50	50 percentile	0.297	98.907	362	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2004	day	Mean	annual mean	0.714	98.907	362	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2004	day	P95	95 percentile	2.630	98.907	362	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2004	day	P98	98 percentile	4.570	98.907	362	Y
RO0054A	12	Lead (aerosol)	Pb	µg/m3	100	Calendar year	2004	day	Max	maximum	6.971	98.907	362	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2003	day	P50	50 percentile	8.000	86.849	317	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2003	day	Mean	annual mean	12.700	86.849	317	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2003	day	P95	95 percentile	41.000	86.849	317	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2003	day	P98	98 percentile	55.000	86.849	317	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2003	day	Max	maximum	85.000	86.849	317	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2004	day	P50	50 percentile	5.000	97.814	358	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2004	day	Mean	annual mean	8.553	97.814	358	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2004	day	P95	95 percentile	30.000	97.814	358	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2004	day	P98	98 percentile	42.000	97.814	358	Y
RO0054A	14	Cadmium (aerosol)	Cd	ng/m3	100	Calendar year	2004	day	Max	maximum	49.000	97.814	358	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P50	50 percentile	25.098	94.536	346	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Mean	annual mean	29.982	94.536	346	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P95	95 percentile	58.006	94.536	346	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P98	98 percentile	86.056	94.536	346	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Max	maximum	160.075	94.536	346	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Max4	4th highest value	105.767	94.536	346	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Days(c > 125)	days with c > 125 ug/m3	3.000	94.536	346	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	19.600	92.281	8106	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	30.018	92.281	8106	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	83.030	92.281	8106	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	116.750	92.281	8106	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P99_9	99.9 percentile	323.850	92.281	8106	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Max	maximum	461.510	92.281	8106	Y
RO0174A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Max25	25th highest value	245.790	92.281	8106	Y
