station_european_code	component_code	component_caption	component_name	component_FWD	measurement_european_group_code	measurement_unit	measurement_group_start_date	measurement_group_end_date	measurement_latest_AIRBASE	measurement_european_code	measurement_start_date	measurement_end_date	measurement_automatic	measurement_technique_principle	measurement_equipment	integration_time_frequency	calibration_unit	height_sampling_point	length_sampling_line	location_sampling_point	sampling_time	sampling_time_unit	calibration_frequency	integration_time_unit	calibration_method	calibration_description
RO0177A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0177A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0177A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0177A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2009-01-01		2009-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0177A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0178A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0178A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0178A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0178A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0178A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0178A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0178A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0179A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0179A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0179A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0179A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0179A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0179A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0179A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0179A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0179A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0179A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0180A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0180A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0180A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0180A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0180A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0180A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0180A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0180A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0180A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0180A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0036A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2003-10-31	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0036A	4	SPM	Total suspended particulates (aerosol)	yes	100	µg/m3	1999-01-01	2005-12-31	2001-12-31	100	1999-01-01	2005-12-31	no	gravimetry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	standard mass	
RO0036A	12	Pb	Lead (aerosol)	yes	100	µg/m3	1999-01-01	2006-12-31	2001-12-31	100	1999-01-01	2006-12-31	no	atomic absorption spectrometry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	unknown	
RO0036A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	1999-01-01	2006-12-31	2001-12-31	100	1999-01-01	2006-12-31	no	atomic absorption spectrometry	UNDEFINED	24	year	4	1	facade of building	0		1	hour	unknown	
RO0062A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2003-01-01	2007-12-31	2007-12-31	100	2003-01-01	2007-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0062A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2003-01-01	2007-12-31	2007-12-31	100	2003-01-01	2007-12-31	no	gravimetry	OPSIS SM200	1	year	0	0		1	natural day	1	day		
RO0062A	7	O3	Ozone (air)	yes	100	µg/m3	2003-01-01	2006-12-31	2007-12-31	100	2003-01-01	2006-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0062A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2003-01-01	2006-12-31	2007-12-31	100	2003-01-01	2006-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0062A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2003-01-01	2006-12-31	2006-12-31	100	2003-01-01	2006-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0062A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2003-01-01	2007-12-31	2007-12-31	100	2003-01-01	2007-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0062A	11	H2S	Hydrogen sulphide (air)	no	100	µg/m3	2003-01-01	2007-12-31	2006-12-31	100	2003-01-01	2007-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour	unknown	
RO0062A	35	NH3	Ammonia (air)	no	100	µg/m3	2003-01-01	2006-12-31	2006-12-31	100	2003-01-01	2006-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour	unknown	
RO0062A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2003-01-01	2006-12-31	2006-12-31	100	2003-01-01	2006-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0064A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2003-01-01	2007-12-31	2007-12-31	100	2003-01-01	2007-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour	unknown	
RO0064A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2006-01-01	2006-12-31	2006-12-31	100	2006-01-01	2006-12-31	no	gravimetry	OPSIS SM200	1	month	0	0		0		6	day		
RO0064A	7	O3	Ozone (air)	yes	100	µg/m3	2003-01-01	2007-12-31	2007-12-31	100	2003-01-01	2007-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0064A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2003-01-01	2007-12-31	2007-12-31	100	2003-01-01	2007-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour	unknown	
RO0064A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2003-01-01	2007-12-31	2006-12-31	100	2003-01-01	2007-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0064A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2003-01-01	2007-12-31	2007-12-31	100	2003-01-01	2007-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0064A	11	H2S	Hydrogen sulphide (air)	no	100	µg/m3	2003-01-01	2006-12-31	2006-12-31	100	2003-01-01	2006-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour	unknown	
RO0064A	19	CS2	Carbon disulphide (air)	no	100	µg/m3	2003-01-01	2006-12-31	2006-12-31	100	2003-01-01	2006-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour	unknown	
RO0064A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2003-01-01	2007-12-31	2006-12-31	100	2003-01-01	2007-12-31	yes	DOAS	OPSIS	1	year	0	0		0		1	hour		
RO0020A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-11-30	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facde of building	0		1	hour	standard solution	
RO0020A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-11-30	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0020A	35	NH3	Ammonia (air)	no	100	µg/m3	1989-01-01	2005-12-31	2005-11-30	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0019A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1998-01-01	2005-12-31	2005-11-30	100	1998-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0019A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1998-01-01	2005-12-31	2005-11-30	100	1998-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0019A	35	NH3	Ammonia (air)	no	100	µg/m3	1998-01-01	2005-12-31	2005-11-30	100	1998-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	2	1	facade of building	0		1	hour	standard solution	
RO0184A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0184A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0184A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0184A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0184A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0184A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0184A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0184A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0185A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0185A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0185A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0185A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0185A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0185A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0185A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0186A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0186A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0186A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0186A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0186A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0186A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0186A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0186A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0186A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0186A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0187A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0187A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0187A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0187A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0187A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0187A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2009-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0187A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0187A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0187A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0187A	18	As	Arsenic (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0043A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-12-31	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0043A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1989-01-01	2005-12-31	2005-12-31	100	1989-01-01	2005-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0043A	35	NH3	Ammonia (air)	no	100	µg/m3	1989-01-01	2007-12-31	2007-12-31	100	1989-01-01	2007-12-31	no	spectrophotometry	photocolorimeter	24	year	4	1	facade of building	0		1	hour	standard solution	
RO0181A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0181A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0181A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0181A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0181A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0181A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0181A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		no	gravimetry	UNKNOWN	1		4	2	roof	0			day		
RO0182A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0182A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0182A	7	O3	Ozone (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0182A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0182A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0182A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0182A	20	C6H6	Benzene (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0182A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0183A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	UV fluorescence	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0183A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		3	day	flow rate check	
RO0183A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	101	µg/m3	2010-01-01			101	2010-01-01		yes	nephelometry	UNITEC LSPM10	1	month	4	2	roof	0		1	hour	flow rate check	
RO0183A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	0		1	hour	compressed gases	
RO0183A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	0		1	hour	compressed gases	
RO0183A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2010-01-01		2010-12-31	100	2010-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	UNKNOWN	1	month	4	2	roof	0		1	hour	compressed gases	
RO0183A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0183A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2010-01-01		2010-12-31	100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0183A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2010-01-01			100	2010-01-01		no	Atomic absorption spectrophotometry	Filter sample	1	month	4	2	roof	0		3	day	flow rate check	
RO0183A	20	C6H6	Benzene (air)	yes	100	µg/m3	2010-01-01		2010-12-31	100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0183A	21	C6H5-CH3	Toluene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0183A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		yes	chemiluminescence	ML 9841	1	month	4	2	roof	0		1	hour	compressed gases	
RO0183A	431	C6H5-C2H5	Ethyl benzene (air)	no	100	µg/m3	2010-01-01			100	2010-01-01		no	UNKNOWN	UNDEFINED	1	month	4	2	roof	0		1	hour	compressed gases	
RO0188A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0188A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0188A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0188A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0188A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01			100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0188A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
