indic_is,unit,hhtyp,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
H_BBMOB,PC_HH_IACC,HHI_Q2,HR	75 	72 	67 	54 	44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,HU	69 	67 	68 	46 	41 	34 	28 	20 	12 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,IE	: 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,IS	: 	: 	36 	: 	: 	30 	64 	50 	51 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,IT	: 	: 	: 	: 	: 	: 	39 	28 	25 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,LT	57 	52 	43 	36 	22 	20 	22 	24 	3 	6 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,LU	48 	45 b	28 	40 	26 	13 	2 	8 	5 	7 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,LV	45 	31 	28 b	30 b	17 	21 	17 	11 	23 	6 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,MK	64 	60 	45 	34 	27 	13 	3 	2 	: 	0 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,MT	: 	: 	: 	: 	: 	38 	22 	12 	7 	7 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,NL	49 	48 	44 	37 	31 	: u	21 	19 	7 	2 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,NO	67 	59 	53 	63 	63 	54 	55 	48 	29 	17 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,PL	61 	51 	46 	41 	34 	30 	24 	25 	16 	13 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,PT	49 	38 	51 	50 	43 	30 	45 	43 	46 	32 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,RO	62 	55 	46 	39 	24 	21 b	7 	7 	4 	2 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,SE	70 b	72 	70 	62 b	: u	48 	: u	59 	42 	32 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,SI	97 	93 	79 	68 	58 	37 	31 	38 	22 	28 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,SK	51 	51 	41 	41 b	34 	28 	23 	21 	18 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q2,XK	36 	21 	18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,AT	76 	74 	71 	67 	63 	57 	56 	51 	39 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,BE	40 	43 u	36 	27 	21 	19 	18 	13 	10 	3 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,BG	87 	82 	66 	55 	36 	17 	7 	4 	3 	2 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,CY	1 	0 n	3 	1 	1 	1 	15 	19 	11 	2 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,CZ	31 	27 	24 b	24 	11 	11 	6 	6 	4 	1 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,DE	78 	74 	57 	55 	50 	49 	42 	33 	18 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,DK	47 b	56 	32 	33 	: u	32 	14 	18 	13 	13 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,EA	65 	61 	54 	51 	46 	42 	35 	31 	19 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,EE	90 	85 	86 	82 	58 	59 b	31 	19 	7 	6 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,EL	41 	28 	15 	14 	14 	14 	11 	11 	4 	4 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,ES	83 	85 	79 	82 	78 	69 	56 	38 	12 	13 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,EU15	: 	62 	54 	52 	47 	42 	35 	32 	19 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,EU27_2007	: 	60 	52 	50 	43 	39 	32 	28 	17 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,EU27_2020	64 	60 	52 	50 	43 	39 	32 	28 	17 	13 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,EU28	64 	60 	52 	50 	43 	39 	32 	28 	17 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,FI	97 	95 	96 	93 	92 	88 	77 	67 	56 	37 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,FR	42 	39 	40 	39 	34 	25 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,HR	74 	73 	65 	60 	49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,HU	77 	73 	76 	50 	46 	36 	30 	22 	11 	4 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,IE	: 	49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,IS	: 	: 	36 	: 	: 	25 	81 	61 	49 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,IT	: 	: 	: 	: 	: 	: 	33 	25 	24 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,LT	61 	60 	45 	39 	25 	27 	24 	20 	6 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,LU	46 	40 b	28 	39 	30 	14 	1 	8 	8 	8 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,LV	51 	34 	29 b	31 b	20 	27 	16 	7 	15 	6 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,MK	71 	75 	55 	41 	28 	11 	8 	2 	: 	2 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,MT	: 	: 	: 	: 	: 	55 	30 	19 	7 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,NL	56 	53 	49 	46 	39 	: u	25 	23 	8 	4 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,NO	68 	57 	55 	71 	67 	54 	62 	58 	30 	30 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,PL	61 	53 	48 	46 	37 	31 	29 	24 	15 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,PT	54 	51 	61 	58 	47 	32 	46 	43 	45 	34 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,RO	64 	55 	47 	42 	26 	25 b	13 	9 	5 	3 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,SE	62 b	82 	66 	62 b	: u	48 	: u	61 	33 	31 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,SI	97 	98 	88 	68 	74 	46 	42 	34 	27 	22 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,SK	56 	55 	42 	46 b	38 	34 	27 	26 	20 	19 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q3,XK	50 	33 	37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,AT	78 	73 	71 	69 	64 	63 	58 	52 	44 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,BE	48 	56 u	44 	40 	33 	33 	28 	23 	16 	6 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,BG	87 	87 	82 	63 	55 	34 	14 	11 	5 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,CY	1 	1 	2 	0 	0 	0 	16 	28 	19 	1 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,CZ	30 	31 	32 b	28 	14 	14 	11 	8 	6 	4 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,DE	83 	81 	66 	65 	61 	60 	54 	44 	26 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,DK	50 b	63 	38 	35 	: u	38 	16 	18 	17 	20 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,EA	68 	66 	60 	60 	55 	52 	42 	37 	24 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,EE	94 	89 	90 	88 	63 	68 b	36 	23 	6 	8 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,EL	51 	27 	19 	19 	22 	26 	17 	28 	4 	4 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,ES	88 	87 	79 	86 	83 	80 	65 	44 	17 	17 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,EU15	: 	66 	60 	60 	56 	52 	42 	39 	25 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,EU27_2007	: 	65 	59 	57 	51 	47 	38 	34 	22 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,EU27_2020	68 	65 	59 	57 	51 	47 	38 	34 	22 	15 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,EU28	68 	65 	59 	57 	51 	47 	38 	34 	22 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,FI	97 	95 	98 	99 	94 	93 	87 	78 	58 	50 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,FR	47 	45 	47 	48 	43 	36 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,HR	82 	75 	62 	66 	61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,HU	87 	81 	84 	64 	55 	46 	40 	33 	16 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,IE	: 	53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,IS	: 	: 	39 	: 	: 	29 	86 	77 	63 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,IT	: 	: 	: 	: 	: 	: 	30 	20 	20 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,LT	63 	60 	48 	52 	39 	40 	29 	29 	9 	9 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,LU	50 	53 b	34 	41 	29 	14 	1 	9 	10 	15 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,LV	51 	57 	33 b	32 b	22 	25 	15 	11 	20 	9 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,MK	79 	82 	58 	50 	35 	20 	13 	10 	: 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,MT	: 	: 	: 	: 	: 	66 	29 	23 	12 	7 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,NL	58 	59 	58 	51 	46 	: u	33 	28 	13 	2 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,NO	76 	60 	51 	66 	74 	63 	67 	64 	45 	38 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,PL	68 	57 	54 	50 	42 	39 	37 	33 	20 	20 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,PT	65 	60 	70 	68 	57 	30 	55 	50 	51 	33 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,RO	68 	63 	51 	49 	34 	31 b	12 	7 	5 	3 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,SE	77 b	79 	75 	64 b	: u	48 	: u	71 	44 	33 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,SI	100 	100 	97 	85 	84 	66 	55 	44 	42 	35 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,SK	62 	59 	48 	51 b	50 	40 	37 	29 	22 	25 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HHI_Q4,XK	: 	: 	38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,AT	74 	72 	73 	73 	69 	60 	62 	53 	46 	33 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,BE	38 	38 u	30 	27 	20 	21 	18 	14 	10 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,BG	86 	84 	72 	56 	45 	28 	11 	14 	5 	4 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,CH	83 	: 	83 b	: 	: 	65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,CY	3 	2 	3 	2 	1 	1 	12 	: 	13 	2 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,CZ	24 	31 	29 	32 	16 	14 	13 	11 	6 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,DE	78 	74 	56 	55 	51 	51 	44 	: 	22 	18 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,DK	52 b	61 	37 	38 	35 	38 	19 	21 	16 	19 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,EA	62 	61 	53 	52 	49 	45 	37 	26 	18 	15 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,EE	90 	81 	82 	78 	51 	60 b	34 	22 	8 	7 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,EL	47 	31 	15 	15 	12 	13 	: 	: 	4 	6 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,ES	89 	85 	76 	82 	77 	69 	51 	33 	12 	11 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,EU15	: 	60 	48 	49 	44 	41 	33 	24 	17 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,EU27_2007	: 	59 	48 	48 	43 	39 	31 	24 	16 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,EU27_2020	62 	61 	53 	52 	47 	43 	34 	26 	18 	15 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,EU28	63 	60 	48 	49 	43 	39 	31 	24 	16 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,FI	94 	94 	94 	92 	90 	90 	78 	67 	54 	43 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,FR	45 	44 	42 	42 	39 	31 	24 	20 	14 	15 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,HR	76 	75 	68 	67 	57 	40 	33 	17 	7 	9 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,HU	86 	80 	79 	61 	51 	44 	37 	30 	17 	6 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,IE	48 	53 	50 	45 	35 	31 	10 	: 	8 	16 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,IS	51 	37 	39 	: 	: 	29 	70 	55 	46 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,IT	40 	48 	45 	40 	42 	39 	29 	19 	19 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,LT	52 	50 	38 	45 	35 	29 	21 	25 	7 	7 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,LU	44 	50 b	29 	35 	26 	15 	1 	: 	8 	9 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,LV	43 	31 	23 	26 b	12 	14 	11 	5 	18 	6 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,MK	69 	74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,MT	50 	51 	55 	72 	61 	46 	25 	16 	7 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,NL	53 	52 	51 	46 b	42 	: u	27 	21 	10 	3 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,NO	67 	59 	51 	68 	70 	58 	61 	: 	23 	23 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,PL	64 	54 	50 	49 	41 	36 	35 	29 	18 	19 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,PT	56 	47 	61 	58 	47 	26 	48 	43 	46 	29 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,RO	61 	60 	51 	43 	28 	27 b	13 	8 	3 	3 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,SE	69 b	84 	72 	67 b	46 	46 	: u	68 	42 	36 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,SI	95 	96 	97 	73 	65 	62 	45 	39 	36 	29 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,SK	60 	64 	47 	50 	41 	37 	37 	30 	23 	22 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,UK	69 	50 	25 	33 	24 	26 	17 	18 	10 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG1,XK	47 	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,AT	78 	72 	71 	70 	65 	60 	63 	53 	41 	33 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,BE	42 	49 u	39 	33 	24 	24 	20 	16 	11 	3 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,BG	85 	77 	68 	53 	30 	24 	8 	6 	4 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,CH	81 	: 	79 b	: 	: 	62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,CY	1 	1 	2 	3 	4 	1 	9 	16 	8 	1 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,CZ	28 	28 	23 	22 	9 	9 	6 	4 	3 	3 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,DE	75 	71 	56 	56 	50 	48 	42 	: 	18 	17 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,DK	49 b	59 	34 	37 	31 	29 	13 	16 	12 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,EA	62 	61 	53 	52 	48 	44 	37 	27 	18 	15 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,EE	89 	74 	79 	73 	52 	54 b	24 	14 	3 u	4 u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,EL	36 	26 	18 	16 	14 	14 	: 	: 	3 	4 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,ES	77 	84 	77 	78 	79 	67 	50 	33 	14 	13 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,EU15	: 	60 	50 	49 	44 	42 	34 	26 	17 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,EU27_2007	: 	60 	50 	48 	42 	40 	32 	25 	17 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,EU27_2020	62 	61 	53 	51 	45 	42 	35 	27 	18 	15 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,EU28	62 	60 	50 	48 	42 	40 	32 	25 	17 	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,FI	94 	92 	95 	94 	89 	86 	80 	67 	54 	45 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,FR	44 	41 	41 	40 	35 	25 	22 	20 	8 	9 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,HR	67 	62 	52 	43 	37 	38 	32 	13 	5 	8 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,HU	82 	76 	79 	56 	50 	39 	34 	27 	12 	4 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,IE	44 	52 	48 	44 	36 	39 	12 	: 	19 	20 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,IS	52 	36 	34 	: 	: 	27 	65 	52 	: 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,IT	47 	51 	49 	49 	47 	46 	36 	26 	26 	19 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,LT	72 	61 	61 	44 	28 	34 	34 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,LU	41 	38 b	27 	35 	29 	20 	1 	7 	9 	12 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,LV	46 	39 	33 	28 b	21 	25 	15 	6 	12 u	14 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,MK	67 	69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,MT	64 	63 	58 	52 	55 	53 	23 	18 	14 	5 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,NL	53 	50 	46 	42 b	37 	: u	27 	22 	7 	3 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,NO	70 	62 	53 	64 	65 	57 	60 	: 	27 	23 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,PL	60 	53 	48 	40 	35 	32 	29 	26 	16 	15 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,PT	54 	50 	58 	58 	47 	33 	48 	47 	49 	40 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,RO	68 	57 	45 	46 	35 	27 b	10 	7 	39 u	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,SE	66 b	74 	65 	60 b	44 	46 	: u	63 	42 	30 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,SI	97 	96 	88 	74 	72 	46 	41 	41 	34 	31 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,SK	54 	52 	43 	46 	43 	33 	28 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,UK	63 	54 	30 	28 	22 	30 	18 	13 	8 	: u	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG2,XK	41 	25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG3,AT	74 	72 	71 	65 	60 	57 	55 	49 	39 	27 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG3,BE	36 	44 u	33 	23 	21 	16 	15 	13 	7 	3 	: 	: 	: 	: 	: 	: 	: 
H_BBMOB,PC_HH_IACC,HH_DEG3,BG	85 	80 	63 	41 	32 	17 	8 	3 	1 	2 	: 	: 	: 	: 	: 	: 	: 
